Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
1292,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1.364,386
1293,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2.05,408
1294,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2.28,460
1295,Cerebrovascular diseases (I60-I69),Stroke,Maine,616,326
1296,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2.54,378
1297,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2.475,284
1298,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4.666,376
1299,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2.238,335
1300,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1.734,526
1301,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3.037,408
1302,Cerebrovascular diseases (I60-I69),Stroke,Montana,458,338
1303,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,776,334
1304,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1.078,370
1305,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,457,269
1306,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3.413,311
1307,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,786,325
1308,Cerebrovascular diseases (I60-I69),Stroke,New York,6.292,260
1309,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,5.033,447
1310,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,308,334
1311,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5.945,407
1312,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,1.881,430
1313,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1.873,375
1314,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6.987,388
1315,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,394,271
1316,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2.6,467
1317,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,383,332
1318,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3.447,460
1319,Cerebrovascular diseases (I60-I69),Stroke,Texas,10.485,427
1320,Cerebrovascular diseases (I60-I69),Stroke,Utah,888,384
1321,Cerebrovascular diseases (I60-I69),Stroke,Vermont,307,364
1322,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3.393,380
1323,Cerebrovascular diseases (I60-I69),Stroke,Washington,2.703,342
1324,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1.079,438
1325,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2.618,356
1326,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,198,314
1327,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3.279,564
1328,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,204,378
1329,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,3.681,438
1330,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2.27,624
1331,Chronic lower respiratory diseases (J40-J47),CLRD,California,13.621,331
1332,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2.577,478
1333,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1.369,297
1334,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,510,425
1335,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,147,234
1336,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,11.705,384
1337,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,4.607,467
1338,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,332,173
1339,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,843,463
1340,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5.544,382
1341,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4.212,554
1342,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,2.011,491
1343,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1.704,497
1344,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3.331,643
1345,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2.178,432
1346,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,1.025,536
1347,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2.04,307
1348,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2.784,330
1349,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5.848,475
1350,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2.351,364
1351,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1.924,571
1352,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3.935,528
1353,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,679,502
1354,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1.174,522
1355,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1.617,541
1356,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,705,419
1357,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3.202,296
1358,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1.109,447
1359,Chronic lower respiratory diseases (J40-J47),CLRD,New York,7.109,299
1360,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,5.221,455
1361,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,351,400
1362,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,7.211,496
1363,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2.924,658
1364,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,2.119,424
1365,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6.664,381
1366,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,510,369
1367,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2.908,499
1368,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,502,453
1369,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,4.239,549
1370,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,10.231,413
1371,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,811,339
1372,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,357,423
1373,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3.37,371
1374,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,3.154,397
1375,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1.628,646
1376,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2.846,393
1377,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,368,571
1378,Diabetes mellitus (E10-E14),Diabetes,Alabama,1.255,217
1379,Diabetes mellitus (E10-E14),Diabetes,Alaska,142,239
1380,Diabetes mellitus (E10-E14),Diabetes,Arizona,2.081,253
1381,Diabetes mellitus (E10-E14),Diabetes,Arkansas,886,247
1382,Diabetes mellitus (E10-E14),Diabetes,California,8.845,212
1383,Diabetes mellitus (E10-E14),Diabetes,Colorado,887,159
1384,Diabetes mellitus (E10-E14),Diabetes,Connecticut,653,139
1385,Diabetes mellitus (E10-E14),Diabetes,Delaware,215,181
1386,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,162,257
1387,Diabetes mellitus (E10-E14),Diabetes,Florida,5.403,186
1388,Diabetes mellitus (E10-E14),Diabetes,Georgia,2.21,214
1389,Diabetes mellitus (E10-E14),Diabetes,Hawaii,263,145
1390,Diabetes mellitus (E10-E14),Diabetes,Idaho,403,221
1391,Diabetes mellitus (E10-E14),Diabetes,Illinois,2.817,192
1392,Diabetes mellitus (E10-E14),Diabetes,Indiana,2.03,269
1393,Diabetes mellitus (E10-E14),Diabetes,Iowa,1.077,267
1394,Diabetes mellitus (E10-E14),Diabetes,Kansas,684,202
1395,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1.458,282
1396,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1.199,235
1397,Diabetes mellitus (E10-E14),Diabetes,Maine,407,219
1398,Diabetes mellitus (E10-E14),Diabetes,Maryland,1.243,183
1399,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1.398,167
1400,Diabetes mellitus (E10-E14),Diabetes,Michigan,2.751,225
1401,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1.221,186
1402,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1.092,324
1403,Diabetes mellitus (E10-E14),Diabetes,Missouri,1.468,197
1404,Diabetes mellitus (E10-E14),Diabetes,Montana,321,245
1405,Diabetes mellitus (E10-E14),Diabetes,Nebraska,553,248
1406,Diabetes mellitus (E10-E14),Diabetes,Nevada,420,134
1407,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,308,179
1408,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1.933,179
1409,Diabetes mellitus (E10-E14),Diabetes,New Mexico,608,249
1410,Diabetes mellitus (E10-E14),Diabetes,New York,4.045,171
1411,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2.746,236
1412,Diabetes mellitus (E10-E14),Diabetes,North Dakota,195,226
1413,Diabetes mellitus (E10-E14),Diabetes,Ohio,3.645,253
1414,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1.442,324
1415,Diabetes mellitus (E10-E14),Diabetes,Oregon,1.148,229
1416,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3.777,221
1417,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,276,202
1418,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1.347,234
1419,Diabetes mellitus (E10-E14),Diabetes,South Dakota,282,263
1420,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1.798,234
1421,Diabetes mellitus (E10-E14),Diabetes,Texas,5.521,212
1422,Diabetes mellitus (E10-E14),Diabetes,Utah,604,246
1423,Diabetes mellitus (E10-E14),Diabetes,Vermont,159,198
1424,Diabetes mellitus (E10-E14),Diabetes,Virginia,2.044,219
1425,Diabetes mellitus (E10-E14),Diabetes,Washington,1.811,224
1426,Diabetes mellitus (E10-E14),Diabetes,West Virginia,784,317
1427,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1.382,194
1428,Diabetes mellitus (E10-E14),Diabetes,Wyoming,136,208
1429,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12.981,2297
1430,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,846,1541
1431,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,11.458,1388
1432,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7.938,2232
1433,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,61.289,1456
1434,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,7.009,1284
1435,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7.205,1478
1436,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1.94,1652
1437,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1.217,1876
1438,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,45.441,1498
1439,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,17.769,1802
1440,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2.605,1356
1441,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2.825,1564
1442,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,25.652,1715
1443,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,13.948,1823
1444,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,6.813,1609
1445,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5.624,1585
1446,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10.077,1978
1447,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10.665,2121
1448,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,3.009,1573
1449,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11.481,1693
1450,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,12.13,1385
1451,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,24.794,1989
1452,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7.844,1166
1453,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7.969,2405
1454,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14.808,1979
1455,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,2.104,1558
1456,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3.591,1545
1457,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,6.114,2009
1458,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2.571,1490
1459,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18.647,1667
1460,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3.508,1424
1461,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,44.45,1816
1462,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,18.474,1624
1463,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1.323,1424
1464,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,28.069,1917
1465,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,10.31,2340
1466,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,6.859,1361
1467,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,32.042,1778
1468,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,2.371,1604
1469,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,10.092,1778
1470,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,1.711,1509
1471,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,15.73,2073
1472,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,43.298,1716
1473,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,3.598,1529
1474,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1.311,1525
1475,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,14.077,1542
1476,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,11.025,1376
1477,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,4.727,1913
1478,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,11.473,1560
1479,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,1.03,1594
1480,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1.097,195
1481,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,41,84
1482,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,775,95
1483,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,700,200
1484,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6.188,148
1485,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,659,123
1486,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,667,136
1487,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,189,161
1488,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,104,162
1489,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2.676,89
1490,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1.467,155
1491,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,557,274
1492,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,218,124
1493,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2.343,157
1494,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1.044,139
1495,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,618,142
1496,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,682,189
1497,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,967,193
1498,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,753,153
1499,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,333,176
1500,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1.176,177
1501,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1.512,171
1502,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1.894,152
1503,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,738,109
1504,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,791,240
1505,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1.337,179
1506,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,183,137
1507,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,397,169
1508,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,630,213
1509,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,275,161
1510,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1.402,125
1511,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,322,136
1512,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4.881,200
1513,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,2.115,187
1514,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,172,177
1515,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2.445,166
1516,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,717,165
1517,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,453,90
1518,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2.899,159
1519,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,246,162
1520,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,848,153
1521,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,213,182
1522,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1.723,233
1523,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3.214,130
1524,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,372,157
1525,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,85,100
1526,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1.416,157
1527,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,851,107
1528,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,526,212
1529,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1.052,142
1530,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,99,160
1531,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,750,149
1532,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,201,269
1533,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1.276,182
1534,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,577,191
1535,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,4.167,103
1536,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,1.093,195
1537,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,384,99
1538,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,122,126
1539,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,34,49
1540,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,3.205,144
1541,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Georgia,1.317,127
1542,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,201,135
1543,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,359,221
1544,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1.363,103
1545,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,960,144
1546,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,433,139
1547,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,477,163
1548,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,776,171
1549,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Louisiana,722,152
1550,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,235,160
1551,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,553,88
1552,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,642,89
